16.52	16.53	16.15	16.02	16.4	16.4	16.41	16.4	16.15	15.92	15.51	15.37	15.56	15.55	15.51	15.61	15.66	15.84	15.88	16.15	16.17	16.37	16.57	16.95	17.06	17.62	17.82
16.63	16.35611311	16.11325969	15.99820171	16.04340043	16.02772571	15.9874132	15.91013027	15.75015263	15.56629648	15.36002692	15.25895061	15.27889571	15.28781989	15.30517166	15.37256218	15.45797124	15.58703258	15.71160294	15.89289988	16.04419439	16.25195549	16.49877979	16.80657582	17.09787011	17.50508204	17.89
16.44	16.15113379	15.94862288	15.81600602	15.74749683	15.67987834	15.60155636	15.50268934	15.37389678	15.23470298	15.1045455	15.02655791	15.00848843	15.01689102	15.04999076	15.1168038	15.21200409	15.33828975	15.48623613	15.66558524	15.86173404	16.09469057	16.36646319	16.67956235	17.01976578	17.4124355	17.86
15.88	15.85969907	15.71392419	15.56947102	15.45041187	15.34239029	15.23585299	15.12474175	15.00757647	14.89358146	14.79638417	14.73372659	14.71108586	14.72074676	14.76059073	14.83217183	14.93449136	15.06745833	15.22907651	15.42112354	15.6421654	15.89835916	16.19262236	16.52530138	16.88910721	17.26486161	17.55
16	15.69360102	15.47767574	15.29722852	15.14189682	15.00295383	14.87419613	14.75226647	14.6374595	14.53500125	14.45299794	14.40017944	14.38067941	14.39372415	14.43877525	14.51614959	14.62571473	14.76740284	14.94096616	15.14720263	15.38704348	15.66362439	15.98010265	16.33972365	16.74638438	17.20786232	17.74
15.68	15.43685976	15.20566917	14.99948641	14.81651278	14.65276472	14.50506686	14.3719582	14.2542293	14.15515963	14.07959111	14.03246152	14.01687211	14.03384786	14.08381008	14.1671426	14.28406451	14.43477483	14.61954771	14.83911258	15.09469369	15.38858676	15.72412116	16.10687631	16.548705	17.08015453	17.79
15.48	15.16797296	14.90833238	14.6780937	14.47135164	14.28587421	14.12060919	13.97545558	13.85146334	13.7508925	13.6767876	13.63222695	13.61951905	13.64001469	13.69452834	13.78363733	13.90776677	14.0672864	14.26261091	14.49436048	14.76347434	15.07144459	15.42055476	15.81469346	16.26124656	16.77399626	17.37
15.12	14.84648395	14.58123957	14.33272009	14.1043213	13.89805784	13.71523049	13.55689966	13.42431645	13.31914774	13.24339177	13.19907122	13.18788969	13.21110208	13.2696164	13.36411774	13.49513963	13.66312097	13.86845527	14.11153857	14.3927896	14.71265685	15.0715626	15.46981076	15.90741957	16.38452547	16.91
14.79	14.51649461	14.23704745	13.96671428	13.71451749	13.48605254	13.28450126	13.11165545	12.96874336	12.85692364	12.7774558	12.73165046	12.72073595	12.74576916	12.8076272	12.90703073	13.04456382	13.22068421	13.43571495	13.68980625	13.98284783	14.31429871	14.6828104	15.08526766	15.51391534	15.94662544	16.31
14.51	14.19221265	13.88335842	13.58204942	13.30033006	13.04636502	12.82419488	12.63551766	12.48104568	12.36125965	12.27673053	12.2281905	12.21648174	12.24247112	12.30698101	12.41074703	12.55439248	12.7384012	12.96306258	13.2283671	13.53384415	13.87833825	14.25968774	14.67422942	15.11616596	15.5780001	16.06
14.09	13.85876468	13.5217444	13.1772771	12.85774295	12.57412184	12.329533	12.1242249	11.9576409	11.8292626	11.73890177	11.6867637	11.67338962	11.69952526	11.76597996	11.87352912	12.02286149	12.21454077	12.44892584	12.72600815	13.04517895	13.40498788	13.80295365	14.23549597	14.69833919	15.18914977	15.72
14.12	13.63087723	13.16721225	12.74707415	12.37862311	12.06211618	11.79476262	11.57329694	11.39505096	11.25821597	11.16178164	11.10548413	11.08969506	11.11517969	11.18283135	11.29351717	11.44802883	11.64708855	11.891286	12.18084504	12.51525857	12.89296903	13.31124199	13.76617453	14.25237365	14.76020392	15.26
14.09	13.37732258	12.76881333	12.26472157	11.8469833	11.50027886	11.21333567	10.97830333	10.7901408	10.64581075	10.54353302	10.48268586	10.46371306	10.48766467	10.55567183	10.66874196	10.82776283	11.03367722	11.28753765	11.59016421	11.94146962	12.33991392	12.78249959	13.26532113	13.78461884	14.33924135	14.94
